Temperature,Clearsky DHI,Clearsky DNI,Relative Humidity,Wind Speed,DNI,Cloud Type,Clearsky GHI,DHI,GHI,Solar Zenith Angle
6.4,0,0,64.23,1.2,0,4,0,0,0,173.48
6.3,0,0,65.3,1.2,0,1,0,0,0,162.55
5.9,0,0,67.54,1.2,0,7,0,0,0,149.3
5.5,0,0,69.83,1.2,0,7,0,0,0,135.85
5.2,0,0,71.62,1.1,0,7,0,0,0,122.46
4.9,0,0,73.44,1.1,0,7,0,0,0,109.25
5.3,0,0,71.5,1.1,0,7,0,0,0,96.35
6.7,45,191,64.89,1.5,0,7,66,27,27,83.8
8.8,102,537,55.93,1.7,0,7,266,96,96,72.23
11.6,131,704,46.37,1.5,704,1,464,131,464,61.8
14.3,146,798,38.77,1.4,68,7,623,268,309,53.31
15.9,152,844,33.57,1.3,241,7,718,324,485,47.82
17.1,150,861,29.42,1.3,332,7,743,317,546,46.41
18,142,853,26.05,1.3,308,3,697,299,499,49.44
18.2,132,800,24.07,1.4,321,7,577,241,419,56.19
17.3,116,689,24.46,1.2,241,7,402,174,274,65.52
15,84,461,28.34,1.1,7,7,191,84,86,76.46
12.8,14,24,33.9,1.4,0,7,15,9,9,88.2
11.5,0,0,38.76,1.5,0,7,0,0,0,101.13
10.6,0,0,43.2,1.6,0,7,0,0,0,114.16
9.9,0,0,47.05,1.7,0,7,0,0,0,127.45
9.3,0,0,49.98,1.7,0,7,0,0,0,140.88
8.8,0,0,51.68,1.6,0,7,0,0,0,154.29
8.4,0,0,52.23,1.8,0,7,0,0,0,167.2
8,0,0,52.34,1.9,0,7,0,0,0,173.3
7.8,0,0,51.31,2,0,7,0,0,0,162.53
6.9,0,0,52.31,1.8,0,7,0,0,0,149.3
6.7,0,0,50.24,1.6,0,7,0,0,0,135.85
6.6,0,0,47.33,1.5,0,7,0,0,0,122.46
6.3,0,0,44.87,1.4,0,7,0,0,0,109.24
6.7,0,0,40.41,1.4,0,7,0,0,0,96.32
8.7,50,61,32.58,1.9,0,7,57,34,34,83.75
11.2,142,367,25.52,2.3,0,7,255,76,76,72.15
14,189,560,20.06,2.1,560,0,454,189,454,61.69
17.1,213,669,15.43,2.1,669,0,614,213,614,53.16
19.6,223,729,12.55,2.3,420,7,715,284,567,47.62
21.4,220,752,10.37,2.7,440,7,741,287,592,46.19
22.1,210,744,9.36,2.8,489,7,696,247,566,49.21
22.1,188,695,9.1,2.8,441,7,577,216,462,55.98
20.2,156,590,10.04,2.1,590,0,403,156,403,65.32
16.4,106,363,12.83,1.5,363,0,192,106,192,76.28
13.5,13,5,15.18,1.7,5,0,13,13,13,88.05
12.1,0,0,16.56,1.8,0,0,0,0,0,100.98
10.8,0,0,18.03,1.8,0,0,0,0,0,114.02
9.7,0,0,19.41,1.8,0,0,0,0,0,127.32
8.6,0,0,21.01,1.8,0,0,0,0,0,140.75
7.6,0,0,22.86,1.8,0,0,0,0,0,154.15
6.6,0,0,25.22,1.8,0,0,0,0,0,167.03
5.7,0,0,28.18,1.9,0,0,0,0,0,173.12
5.3,0,0,31.25,2,0,0,0,0,0,162.5
4.2,0,0,37.3,2.1,0,0,0,0,0,149.29
3.6,0,0,43.61,2.1,0,0,0,0,0,135.85
3,0,0,50.82,2,0,0,0,0,0,122.45
2.5,0,0,57.84,2,0,0,0,0,0,109.21
3.1,0,0,59.66,2.2,0,0,0,0,0,96.28
5.1,49,233,54.65,3,233,0,74,49,74,83.69
7.8,100,602,47.07,3.1,602,0,286,100,286,72.06
11.3,129,764,38.02,2.8,764,0,493,129,493,61.57
15.1,146,844,29.87,3.2,844,0,654,146,654,53
17.6,157,871,24.28,3.6,871,0,746,157,746,47.42
18.8,159,880,22.08,3.6,880,0,771,159,771,45.96
19.4,154,863,21.03,3.5,863,0,720,154,720,48.98
19.3,139,827,20.81,3.3,827,0,605,139,605,55.76
17.8,118,727,22.58,2.3,727,0,424,118,424,65.12
14.9,84,517,27.16,1.4,517,0,209,84,209,76.09
12.6,18,42,31.96,1.4,42,0,19,18,19,87.89
11.8,0,0,34.27,1.4,0,0,0,0,0,100.83
11.1,0,0,36.53,1.4,0,0,0,0,0,113.88
10.3,0,0,39.26,1.4,0,7,0,0,0,127.19
9.6,0,0,41.94,1.4,0,7,0,0,0,140.62
8.8,0,0,45.16,1.4,0,7,0,0,0,154.02
7.7,0,0,49.51,1.5,0,0,0,0,0,166.85
6.9,0,0,52.9,1.5,0,7,0,0,0,172.93
6.6,0,0,54.28,1.5,0,0,0,0,0,162.46
5.7,0,0,57.45,1.5,0,7,0,0,0,149.28
5,0,0,59.73,1.5,0,7,0,0,0,135.84
4.5,0,0,61.07,1.5,0,7,0,0,0,122.43
4,0,0,62.41,1.6,0,1,0,0,0,109.19
4.6,0,0,59.09,1.8,0,0,0,0,0,96.24
6.9,53,135,49.81,3,135,0,68,53,68,83.63
9.8,123,487,40.41,3.8,487,0,274,123,274,71.97
13.4,160,658,31.52,4.1,658,0,475,160,475,61.45
17.2,184,746,23.81,4.9,746,0,635,184,635,52.83
19.6,208,764,19.13,5.2,764,0,727,208,727,47.22
21.1,211,776,16.57,5.3,776,0,752,211,752,45.72
22.2,204,755,14.57,5.4,755,1,702,204,702,48.74
22.6,188,696,13.33,5.1,379,7,582,235,449,55.53
21,159,578,14.02,3.7,235,7,404,180,280,64.92
17.3,108,355,17.18,2.4,0,7,194,75,75,75.91
14.8,15,7,19.65,2.7,7,1,15,15,15,87.74
14,0,0,20.18,3.4,0,0,0,0,0,100.67
13.4,0,0,20.4,3.9,0,0,0,0,0,113.74
12.5,0,0,21.07,4,0,0,0,0,0,127.06
11.7,0,0,21.88,3.9,0,7,0,0,0,140.49
11,0,0,22.94,3.8,0,0,0,0,0,153.88
10.4,0,0,24.07,3.7,0,0,0,0,0,166.67
9.7,0,0,25.49,3.3,0,7,0,0,0,172.73
9.4,0,0,26.34,3.2,0,7,0,0,0,162.41
8.9,0,0,27.92,2.8,0,7,0,0,0,149.26
9,0,0,28.84,2.8,0,7,0,0,0,135.82
9.1,0,0,29.75,2.8,0,7,0,0,0,122.41
8.8,0,0,30.76,2.9,0,7,0,0,0,109.15
8.8,0,0,30.08,3.5,0,7,0,0,0,96.19
9.7,31,3,27.44,4.1,3,7,31,31,31,83.56
11.4,180,131,24.43,4,131,7,220,180,220,71.88
14.1,267,320,21.9,4,62,7,420,205,235,61.32
16.6,298,481,25.27,4.5,384,7,589,256,488,52.66
17.9,293,596,24.1,4.8,243,7,699,330,496,47
18.5,273,662,22.35,4.8,416,7,737,302,594,45.48
18.7,248,672,20.73,4.6,469,7,693,259,570,48.5
18.5,221,624,19.56,4.2,297,7,576,253,422,55.31
17.3,180,517,20.05,2.8,517,1,401,180,401,64.71
14.7,118,304,23.19,1.6,304,1,193,118,193,75.73
12.7,15,5,26.19,1.3,0,7,15,12,12,87.58
12.1,0,0,27.11,1.3,0,0,0,0,0,100.52
11.9,0,0,27.36,1.2,0,7,0,0,0,113.6
12,0,0,27.1,1,0,7,0,0,0,126.92
12.1,0,0,26.87,0.7,0,4,0,0,0,140.36
11.8,0,0,27.37,0.5,0,8,0,0,0,153.74
11.3,0,0,28.23,0.6,0,7,0,0,0,166.49
10.4,0,0,29.94,0.7,0,7,0,0,0,172.52
9.9,0,0,30.93,0.8,0,7,0,0,0,162.35
8.7,0,0,33.46,0.9,0,0,0,0,0,149.24
7.9,0,0,35.19,1,0,0,0,0,0,135.8
7.2,0,0,36.72,1.1,0,0,0,0,0,122.38
6.5,0,0,38.25,1.2,0,7,0,0,0,109.12
6.5,0,0,37.96,1.2,0,7,0,0,0,96.14
8.6,52,196,32.64,1.8,0,7,74,7,7,83.49
11.6,111,545,26.53,2.4,52,7,282,124,141,71.78
15,148,702,21.18,2.5,217,7,486,214,318,61.18
18.3,173,769,16.96,2.7,487,7,642,226,523,52.48
20,191,792,14.74,3,485,7,733,264,596,46.78
20.8,198,794,13.63,3.4,222,3,757,347,503,45.24
21.2,198,766,12.97,3.6,277,7,708,315,499,48.25
21.3,185,701,12.66,3.5,125,7,587,268,340,55.08
20,161,582,13.65,2.4,156,7,411,189,256,64.51
17.6,111,351,15.93,1.4,0,3,198,85,85,75.55
15.5,17,8,18.14,1.5,0,3,17,10,10,87.43
13.7,0,0,20.46,1.7,0,0,0,0,0,100.37
12.5,0,0,22.27,1.8,0,0,0,0,0,113.46
11.6,0,0,23.82,2,0,0,0,0,0,126.79
10.9,0,0,25.27,2.1,0,0,0,0,0,140.23
10.3,0,0,26.79,2.2,0,0,0,0,0,153.6
9.8,0,0,28.36,2.2,0,0,0,0,0,166.31
9.2,0,0,30.28,2.2,0,0,0,0,0,172.3
9,0,0,31.33,2.2,0,0,0,0,0,162.29
8.2,0,0,33.41,2.1,0,0,0,0,0,149.2
7.8,0,0,34.14,2.1,0,0,0,0,0,135.77
7.2,0,0,35,2.1,0,0,0,0,0,122.35
6.6,0,0,35.91,2.1,0,0,0,0,0,109.07
7.2,0,0,33.91,2.4,0,0,0,0,0,96.08
9.7,55,158,27.84,3.5,158,0,73,55,73,83.41
12.6,126,482,22.1,4.1,482,0,278,126,278,71.67
15.8,176,625,17.3,4,625,0,479,176,479,61.04
19.2,212,693,13.14,4.4,693,0,636,212,636,52.3
21.5,238,710,11.85,4.8,710,0,726,238,726,46.56
22.5,252,701,12.32,5.1,701,0,748,252,748,44.99
22.6,253,656,13.23,5.2,656,0,691,253,691,48
22.1,230,596,14.61,5.1,596,0,573,230,573,54.84
20.5,199,451,17.24,4,451,0,394,199,394,64.3
17.1,130,220,22.99,2.5,220,0,186,130,186,75.36
14.3,11,1,29.81,2,1,0,11,11,11,87.27
13.2,0,0,34.37,1.9,0,0,0,0,0,100.22
12.3,0,0,38.5,1.9,0,0,0,0,0,113.32
11.4,0,0,42.2,2.1,0,0,0,0,0,126.66
10.5,0,0,45.06,2.5,0,0,0,0,0,140.1
9.7,0,0,45.91,3.1,0,7,0,0,0,153.46
8.8,0,0,44.18,3.5,0,0,0,0,0,166.12
7.8,0,0,39.98,3.3,0,0,0,0,0,172.07
7.2,0,0,34.23,3.1,0,7,0,0,0,162.21
5.9,0,0,32.17,2.6,0,7,0,0,0,149.17
5.1,0,0,31.75,2.3,0,7,0,0,0,135.74
4.4,0,0,32.71,2,0,0,0,0,0,122.31
3.7,0,0,34.35,1.7,0,1,0,0,0,109.02
4,0,0,33.95,2.2,0,7,0,0,0,96.01
5.6,53,31,30.83,3.3,0,7,57,15,15,83.32
8.2,167,283,26.26,3.9,138,7,257,130,174,71.56
11.4,228,475,22.61,4.7,276,7,459,209,343,60.89
13.6,256,589,21.11,5.6,183,7,618,294,406,52.11
14.7,270,655,19.47,6,454,7,722,279,593,46.33
15.2,266,682,18.5,6.2,682,0,751,266,751,44.73
15.4,248,680,17.9,6.3,680,0,705,248,705,47.74
15,219,645,17.96,6.2,645,0,593,219,593,54.61
14,180,549,18.73,5.6,549,0,420,180,420,64.09
11.4,120,344,21.85,3.8,344,0,208,120,208,75.17
8.6,20,12,26.26,2.4,12,0,21,20,21,87.11
7.1,0,0,29.28,2.1,0,0,0,0,0,100.07
6.2,0,0,31.71,2,0,0,0,0,0,113.18
5.6,0,0,34.08,1.9,0,0,0,0,0,126.53
5,0,0,37.16,1.9,0,0,0,0,0,139.97
4.7,0,0,40.24,2,0,0,0,0,0,153.32
4.3,0,0,44.36,2.2,0,0,0,0,0,165.93
3.9,0,0,49.46,2.4,0,0,0,0,0,171.84
3.7,0,0,54.94,2.5,0,0,0,0,0,162.13
3,0,0,62.85,2.4,0,0,0,0,0,149.12
2.4,0,0,69.57,2.3,0,0,0,0,0,135.7
1.9,0,0,73.79,2.1,0,0,0,0,0,122.27
1.5,0,0,75.84,2,0,0,0,0,0,108.97
2.1,0,0,71.78,2.4,0,0,0,0,0,95.94
4.2,51,259,60.7,3,259,0,81,51,81,83.23
7,102,616,49.08,2.8,616,0,298,102,298,71.44
10.7,131,770,37.3,2.5,770,0,508,131,508,60.74
13.7,149,848,30.08,2.4,848,0,672,149,672,51.91
15,156,889,27.28,2.3,889,0,773,156,773,46.09
15.9,157,900,24.35,2.2,900,0,799,157,799,44.47
16.4,151,886,22.47,2,886,0,750,151,750,47.48
16.4,139,841,21.81,1.9,841,0,629,139,629,54.37
15.6,119,747,22.59,1.5,747,0,448,119,448,63.88
13.6,87,551,25.6,1.1,551,0,230,87,230,74.99
11.7,25,87,29.19,1.1,87,0,30,25,30,86.95
10.7,0,0,31.6,1.2,0,0,0,0,0,99.92
9.8,0,0,34.2,1.2,0,0,0,0,0,113.05
9,0,0,37.03,1.3,0,0,0,0,0,126.4
8.5,0,0,39.34,1.2,0,0,0,0,0,139.84
8.1,0,0,41.39,1.1,0,0,0,0,0,153.18
7.4,0,0,43.98,1.1,0,0,0,0,0,165.74
6.2,0,0,47.76,1.3,0,0,0,0,0,171.59
5.5,0,0,49.48,1.4,0,0,0,0,0,162.04
3.7,0,0,54.78,1.6,0,0,0,0,0,149.07
3,0,0,55.92,1.6,0,0,0,0,0,135.66
2.4,0,0,56.89,1.7,0,0,0,0,0,122.22
2,0,0,57.59,1.9,0,0,0,0,0,108.91
2.9,0,0,53.47,2.2,0,0,0,0,0,95.87
5.5,48,336,44.21,3.3,31,7,88,42,46,83.14
8.3,90,691,36.15,3.7,106,7,311,132,166,71.32
11.8,112,842,28.5,4.1,842,0,526,112,526,60.58
15,127,912,22.24,5,124,2,692,295,372,51.71
16.6,143,929,18.39,5,296,7,790,329,535,45.85
17.3,148,931,16.62,4.6,931,0,816,148,816,44.2
17.7,146,910,15.42,4.1,910,0,765,146,765,47.22
17.6,137,862,14.9,3.7,232,3,642,272,408,54.13
16.3,118,769,15.77,2.5,496,7,459,145,365,63.66
13.8,86,580,18.29,1.5,14,7,238,96,100,74.8
11.7,27,113,20.84,1.5,0,4,33,12,12,86.79
10.3,0,0,22.73,1.6,0,0,0,0,0,99.77
9,0,0,24.68,1.7,0,0,0,0,0,112.91
8.1,0,0,26.18,1.8,0,0,0,0,0,126.27
7.3,0,0,27.61,2,0,0,0,0,0,139.71
6.7,0,0,28.96,2.3,0,0,0,0,0,153.04
6.1,0,0,30.6,2.6,0,0,0,0,0,165.54
5.6,0,0,31.81,2.8,0,0,0,0,0,171.34
5.3,0,0,31.33,2.9,0,0,0,0,0,161.94
4.5,0,0,30.09,2.9,0,0,0,0,0,149.01
4.1,0,0,27,2.9,0,0,0,0,0,135.61
3.7,0,0,24.87,3,0,0,0,0,0,122.17
3.2,0,0,24.78,3.1,0,0,0,0,0,108.85
3.7,0,0,24.25,3.5,0,0,0,0,0,95.79
5.6,60,113,21.88,4.1,113,0,74,60,74,83.04
8.3,146,412,19.13,3.9,412,0,278,146,278,71.19
12.1,194,583,16.09,3.7,583,0,481,194,481,60.41
15.8,214,697,19.87,4.1,697,0,647,214,647,51.51
17.7,214,771,21.67,4.3,771,0,753,214,753,45.6
18.5,208,799,20.86,4.3,799,0,783,208,783,43.93
18.7,194,795,20.34,4.2,795,0,737,194,737,46.95
18.3,174,756,20.31,4.1,756,0,619,174,619,53.89
17.1,145,661,21.32,3.2,661,0,441,145,441,63.45
13.9,103,462,25.73,2,462,0,226,103,226,74.62
11,27,50,30.91,1.5,50,0,30,27,30,86.63
10,0,0,32.82,1.5,0,0,0,0,0,99.62
9.7,0,0,33.33,1.4,0,0,0,0,0,112.77
9.8,0,0,32.97,1.3,0,0,0,0,0,126.14
9.8,0,0,32.85,1.1,0,0,0,0,0,139.58
9.7,0,0,32.98,0.9,0,0,0,0,0,152.9
9.2,0,0,34.01,0.7,0,0,0,0,0,165.34
8.4,0,0,35.78,0.8,0,0,0,0,0,171.09
7.9,0,0,36.87,0.9,0,0,0,0,0,161.83
6.3,0,0,40.9,1.2,0,0,0,0,0,148.95
5.4,0,0,43.19,1.3,0,0,0,0,0,135.55
4.7,0,0,44.95,1.4,0,0,0,0,0,122.11
4.1,0,0,46.39,1.4,0,0,0,0,0,108.78
4.6,0,0,44.29,1.4,0,0,0,0,0,95.71
7.1,54,229,36.82,1.9,229,0,82,54,82,82.94
10.4,106,597,29.06,2.5,597,0,300,106,300,71.05
13.9,133,765,22.89,2.3,765,0,512,133,512,60.24
17.1,146,851,18.36,2.4,851,0,679,146,679,51.29
18.6,153,892,16.01,2.9,892,0,780,153,780,45.34
19.5,154,903,14.5,3.2,903,0,808,154,808,43.65
19.9,150,887,13.73,3.4,887,0,759,150,759,46.68
19.7,140,839,13.77,3.3,839,0,637,140,637,53.64
18.5,119,750,14.94,2.4,750,0,457,119,457,63.24
15.5,88,562,18.39,1.5,562,0,239,88,239,74.43
12.8,29,106,22.4,1.5,106,0,35,29,35,86.47
11.5,0,0,25.03,1.5,0,0,0,0,0,99.47
10.6,0,0,27.32,1.6,0,0,0,0,0,112.63
10,0,0,29.08,1.5,0,0,0,0,0,126.01
9.6,0,0,30.37,1.5,0,0,0,0,0,139.45
9.6,0,0,30.68,1.3,0,0,0,0,0,152.75
9.7,0,0,30.57,1.1,0,0,0,0,0,165.14
9.7,0,0,30.48,0.9,0,0,0,0,0,170.82
9.6,0,0,30.49,0.8,0,0,0,0,0,161.71
9,0,0,31.46,0.7,0,0,0,0,0,148.87
8.5,0,0,32.27,0.8,0,0,0,0,0,135.49
7.9,0,0,33.31,0.8,0,0,0,0,0,122.04
7.3,0,0,34.45,0.9,0,7,0,0,0,108.7
7.3,0,0,34.19,0.8,0,7,0,0,0,95.62
8.8,52,270,30.7,0.9,270,0,86,52,86,82.83
11.2,100,625,26.02,1,625,0,304,100,304,70.91
14.5,125,783,21,0.8,783,0,515,125,515,60.07
18,139,857,17.76,1,105,7,677,297,363,51.07
19.8,151,885,16.57,1.5,885,0,776,151,776,45.08
20.6,152,897,15.84,1.8,897,0,804,152,804,43.37
20.9,147,883,15.57,2,883,0,756,147,756,46.41
20.8,134,843,15.68,2.2,843,0,637,134,637,53.4
19.8,115,755,16.72,1.7,755,0,458,115,458,63.02
17.5,85,571,19.42,1.2,0,3,240,27,27,74.24
15.4,29,125,22.26,1.3,0,7,37,19,19,86.32
14.3,0,0,24.07,1.3,0,7,0,0,0,99.32
13.4,0,0,25.76,1.4,0,7,0,0,0,112.5
12.6,0,0,27.44,1.4,0,7,0,0,0,125.88
11.8,0,0,29.22,1.4,0,0,0,0,0,139.32
11.2,0,0,30.71,1.4,0,0,0,0,0,152.6
10.8,0,0,31.78,1.3,0,0,0,0,0,164.94
10.5,0,0,32.65,1.3,0,0,0,0,0,170.55
10.3,0,0,33.29,1.2,0,0,0,0,0,161.59
9.8,0,0,34.59,1.1,0,0,0,0,0,148.79
9.6,0,0,35.13,1,0,0,0,0,0,135.42
9.3,0,0,35.95,0.9,0,4,0,0,0,121.97
9,0,0,36.79,0.9,0,0,0,0,0,108.62
9.1,0,0,36.75,0.8,0,7,0,0,0,95.52
10.5,49,314,33.67,0.9,314,0,89,49,89,82.71
12.8,93,654,29.09,0.9,654,0,309,93,309,70.77
16.2,118,800,23.53,1.5,800,0,519,118,519,59.89
19.6,132,875,19.98,2.5,875,0,684,132,684,50.85
21.2,143,907,18.63,2.8,907,0,787,143,787,44.82
21.9,145,917,18.02,3,917,0,815,145,815,43.08
22.1,141,902,17.79,3.1,902,0,766,141,766,46.13
21.8,129,863,17.99,3.3,863,0,646,129,646,53.15
20.5,112,773,19.39,2.8,773,0,465,112,465,62.8
17.3,84,587,23.72,1.9,587,0,245,84,245,74.05
14.2,30,135,29.17,1.6,135,0,39,30,39,86.16
12.8,0,0,32.32,1.6,0,0,0,0,0,99.18
11.8,0,0,34.97,1.6,0,0,0,0,0,112.36
11,0,0,37.39,1.6,0,0,0,0,0,125.75
10.2,0,0,39.85,1.6,0,0,0,0,0,139.19
9.3,0,0,42.63,1.6,0,0,0,0,0,152.46
8.6,0,0,44.95,1.6,0,0,0,0,0,164.73
7.9,0,0,47.33,1.6,0,0,0,0,0,170.27
7.6,0,0,48.66,1.6,0,0,0,0,0,161.45
6.8,0,0,51.97,1.5,0,0,0,0,0,148.71
6.3,0,0,54.64,1.4,0,0,0,0,0,135.35
5.7,0,0,57.91,1.4,0,0,0,0,0,121.9
5.1,0,0,61.21,1.4,0,0,0,0,0,108.54
5.8,0,0,58.68,1.4,0,0,0,0,0,95.42
8,60,123,50.42,1.7,123,0,76,60,76,82.59
10.7,141,435,41.75,1.4,435,0,285,141,285,70.62
14.3,187,606,32.76,1.3,606,0,492,187,492,59.7
18.2,211,709,25.2,2.1,709,0,662,211,662,50.62
20.4,238,729,21.6,2.5,729,0,758,238,758,44.54
21.4,234,755,20.02,2.3,755,0,789,234,789,42.79
21.8,221,749,19.23,2,749,0,743,221,743,45.85
21.7,198,707,19,1.8,707,0,625,198,625,52.9
20.5,167,605,20.16,1.3,605,0,446,167,446,62.59
17.8,119,398,23.64,1.1,398,0,230,119,230,73.87
14.9,30,36,28.32,1.4,36,0,32,30,32,86
13,0,0,31.78,1.6,0,0,0,0,0,99.03
11.8,0,0,33.8,1.7,0,0,0,0,0,112.23
10.8,0,0,34.95,1.7,0,0,0,0,0,125.62
10,0,0,35.32,1.7,0,0,0,0,0,139.06
9.4,0,0,35.41,1.6,0,0,0,0,0,152.31
8.8,0,0,36.01,1.6,0,0,0,0,0,164.51
8.2,0,0,36.96,1.6,0,0,0,0,0,169.99
7.9,0,0,37.36,1.6,0,0,0,0,0,161.31
7.1,0,0,39.16,1.6,0,0,0,0,0,148.61
6.6,0,0,40.46,1.7,0,0,0,0,0,135.27
6.2,0,0,41.69,1.8,0,0,0,0,0,121.81
5.9,0,0,42.88,1.8,0,0,0,0,0,108.45
6.9,0,0,40.38,2.1,0,0,0,0,0,95.31
9.6,61,160,34.02,3.2,160,0,82,61,82,82.47
12.4,132,487,28.63,3.8,487,0,294,132,294,70.47
15.5,171,655,23.73,3.9,655,0,503,171,503,59.51
19.1,195,740,19.25,4.9,740,0,667,195,667,50.39
22,224,752,16.4,5.5,752,0,763,224,763,44.27
23.5,238,739,14.6,5.2,739,0,783,238,783,42.49
24.2,242,693,13.63,4.8,693,0,727,242,727,45.56
24.2,227,621,13.45,4.4,621,0,604,227,604,52.64
22.8,187,522,14.5,3.3,522,0,429,187,429,62.37
19.4,125,347,17.72,2.3,347,1,222,125,222,73.68
16.8,30,36,20.58,2.4,36,0,32,30,32,85.84
16,0,0,21.3,3,0,0,0,0,0,98.88
15.5,0,0,21.6,3.4,0,0,0,0,0,112.09
14.8,0,0,22.29,3.5,0,0,0,0,0,125.49
13.9,0,0,23.46,3.4,0,0,0,0,0,138.93
13.2,0,0,24.54,3.4,0,0,0,0,0,152.16
12.6,0,0,25.66,3.3,0,7,0,0,0,164.3
12.1,0,0,26.81,3.4,0,7,0,0,0,169.7
11.9,0,0,27.62,3.5,0,4,0,0,0,161.16
11.5,0,0,28.86,3.6,0,4,0,0,0,148.51
11.5,0,0,29.47,3.9,0,4,0,0,0,135.18
11.5,0,0,30.21,4.4,0,7,0,0,0,121.73
11.7,0,0,30.83,4.9,0,7,0,0,0,108.35
12.5,0,0,30.02,5.6,0,0,0,0,0,95.2
13.9,61,54,28.47,6.1,54,0,68,61,68,82.34
15.7,169,277,28.41,5.3,277,7,262,169,262,70.31
18,222,466,26.19,4.1,466,0,460,222,460,59.32
20.8,243,597,21.84,4.5,185,3,626,309,428,50.15
22.5,272,625,20.03,6.2,322,3,722,337,568,43.99
22.3,306,586,19.77,7.2,586,0,741,306,741,42.19
21.3,323,513,21.23,7.4,513,0,684,323,684,45.28
20.1,308,419,24.76,7.1,419,7,564,308,564,52.39
18.8,256,289,29.66,6.6,289,0,391,256,391,62.15
17.1,156,118,35.83,5.3,118,0,190,156,190,73.49
15.3,13,1,41.04,4.1,1,0,13,13,13,85.68
14.1,0,0,41.64,3.9,0,3,0,0,0,98.73
13.1,0,0,38.86,3.7,0,0,0,0,0,111.96
12,0,0,35.02,3.4,0,0,0,0,0,125.36
11.1,0,0,31.25,3.1,0,0,0,0,0,138.8
10.2,0,0,29.07,2.9,0,0,0,0,0,152
9.4,0,0,28.25,2.6,0,0,0,0,0,164.08
8.7,0,0,28.3,2.1,0,0,0,0,0,169.41
8.3,0,0,28.34,2,0,0,0,0,0,161
7.4,0,0,29.66,1.5,0,4,0,0,0,148.41
7,0,0,30.1,1.3,0,0,0,0,0,135.09
6.6,0,0,30.61,1.2,0,4,0,0,0,121.64
6.2,0,0,31.18,1.1,0,4,0,0,0,108.25
6.5,0,0,30.26,1.7,0,4,0,0,0,95.09
7.8,64,52,27.26,2.5,52,1,71,64,71,82.2
10.2,171,308,22.81,3,112,3,276,141,179,70.14
12.8,230,489,19.25,3.4,489,0,481,230,481,59.11
14.4,262,594,16.96,3.6,594,0,644,262,644,49.9
15.6,270,659,14.8,3.9,659,0,746,270,746,43.7
16.5,259,703,12.99,4.2,703,0,783,259,783,41.88
17,237,721,11.67,4.4,721,0,747,237,747,44.99
17,205,708,10.89,4.5,708,0,640,205,640,52.14
16.3,164,645,10.82,4,645,0,468,164,468,61.93
13.4,114,487,12.75,2.5,487,0,254,114,254,73.31
10.3,38,99,15.73,1.5,99,0,46,38,46,85.52
9.2,0,0,17.14,1.5,0,0,0,0,0,98.59
8.7,0,0,18.08,1.5,0,0,0,0,0,111.82
8.1,0,0,19.27,1.5,0,0,0,0,0,125.24
7.3,0,0,21.09,1.6,0,0,0,0,0,138.67
6.5,0,0,23.73,1.8,0,0,0,0,0,151.85
6.1,0,0,27.17,2.1,0,0,0,0,0,163.85
5.8,0,0,32.56,2.3,0,0,0,0,0,169.11
5.7,0,0,39.65,2.4,0,0,0,0,0,160.83
5.2,0,0,48.73,2.3,0,0,0,0,0,148.29
5,0,0,55.49,2.3,0,0,0,0,0,134.99
4.8,0,0,59.79,2.4,0,0,0,0,0,121.54
4.7,0,0,62.1,2.6,0,0,0,0,0,108.15
5.5,0,0,60.84,3.3,0,0,0,0,0,94.97
7.5,67,90,55.73,4,90,0,80,67,80,82.07
10.6,151,424,48.3,4.5,424,0,296,151,296,69.98
13.9,190,613,48.97,5.3,613,0,506,190,506,58.91
15.9,217,699,47.91,5.7,699,0,670,217,670,49.65
17.1,235,737,43.37,5.8,737,0,770,235,770,43.41
17.8,237,751,40.13,5.9,751,0,798,237,798,41.57
18.1,229,739,38.24,5.9,739,0,754,229,754,44.69
17.9,216,676,37.97,5.7,676,0,633,216,633,51.88
17.2,184,571,39.45,5.2,571,0,454,184,454,61.72
15,133,367,45.74,3.6,367,0,240,133,240,73.12
12.4,36,37,55.12,2.3,37,0,39,36,39,85.36
11.1,0,0,61.1,2.1,0,0,0,0,0,98.45
10.3,0,0,65.16,2,0,0,0,0,0,111.69
9.6,0,0,68.78,2,0,0,0,0,0,125.11
9,0,0,71.82,2,0,0,0,0,0,138.53
8.6,0,0,73.85,2.2,0,0,0,0,0,151.7
8.1,0,0,76.38,2.5,0,0,0,0,0,163.63
7.8,0,0,78.14,2.9,0,0,0,0,0,168.8
7.6,0,0,79.64,3,0,0,0,0,0,160.65
6.9,0,0,84.29,3,0,0,0,0,0,148.17
6.5,0,0,87.56,2.9,0,0,0,0,0,134.89
6.1,0,0,90.77,2.9,0,0,0,0,0,121.43
5.7,0,0,93.71,3,0,0,0,0,0,108.04
6.2,0,0,90.31,3.8,0,0,0,0,0,94.84
8,69,96,78.93,4.5,96,0,82,69,82,81.92
11,162,379,63.79,4.7,379,0,293,162,293,69.8
14.5,214,549,51.78,5.2,549,0,499,214,499,58.7
16.7,245,644,45.8,5.5,644,0,664,245,664,49.4
17.8,258,697,40.96,5.6,697,0,766,258,766,43.11
18.5,254,718,37.51,5.7,718,0,793,254,793,41.26
18.6,240,715,35.71,5.8,715,0,751,240,751,44.4
18.3,213,678,35.14,5.7,678,0,634,213,634,51.62
